category,fiscal_month,amount
excess_of_receipts_over_disbursements,1,-105.1
opening_balance,1,447.2
tran,1,0.0
closing_balance,1,342.1
excess_of_receipts_over_disbursements,2,58.9
opening_balance,2,342.1
tran,2,0.0
closing_balance,2,401.0
excess_of_receipts_over_disbursements,3,-28.5
opening_balance,3,401.0
tran,3,0.0
closing_balance,3,372.5
excess_of_receipts_over_disbursements,4,-70.9
opening_balance,4,372.5
tran,4,175.0
closing_balance,4,476.6
excess_of_receipts_over_disbursements,5,-34.3
opening_balance,5,476.6
tran,5,0.0
closing_balance,5,442.4
excess_of_receipts_over_disbursements,6,-56.8
opening_balance,6,442.4
tran,6,0.0
closing_balance,6,385.6
excess_of_receipts_over_disbursements,7,53.1
opening_balance,7,385.6
tran,7,0.0
closing_balance,7,438.7
excess_of_receipts_over_disbursements,8,331.3
opening_balance,8,438.7
tran,8,0.0
closing_balance,8,769.9
excess_of_receipts_over_disbursements,9,-411.6
opening_balance,9,769.9
tran,9,0.0
closing_balance,9,358.3
excess_of_receipts_over_disbursements,10,144.6
opening_balance,10,358.3
tran,10,0.0
closing_balance,10,502.9
excess_of_receipts_over_disbursements,11,40.4
opening_balance,11,502.9
tran,11,-175.0
closing_balance,11,368.4
excess_of_receipts_over_disbursements,12,1.5
opening_balance,12,368.4
tran,12,0.0
closing_balance,12,369.8
