category,fiscal_month,amount
real_estate_tax,1,9.2
total_wage_earnings_net_profits,1,137.7
realty_transfer_tax,1,38.3
sales_tax,1,28.6
business_income_and_receipts_tax,1,6.9
beverage_tax,1,6.9
other_taxes,1,10.2
locally_generated_nontax,1,24.3
total_other_governments,1,22.9
total_pica_other_governments,1,25.8
interfund_transfers,1,0.0
total_current_revenue,1,310.7
collection_of_prior_year_revenue,1,40.9
other_fund_balance_adjustments,1,0.0
total_cash_receipts,1,351.6
real_estate_tax,2,8.5
total_wage_earnings_net_profits,2,114.0
realty_transfer_tax,2,29.0
sales_tax,2,29.0
business_income_and_receipts_tax,2,6.9
beverage_tax,2,6.5
other_taxes,2,9.5
locally_generated_nontax,2,29.4
total_other_governments,2,52.3
total_pica_other_governments,2,37.2
interfund_transfers,2,0.0
total_current_revenue,2,322.5
collection_of_prior_year_revenue,2,0.2
other_fund_balance_adjustments,2,0.0
total_cash_receipts,2,322.6
real_estate_tax,3,6.5
total_wage_earnings_net_profits,3,115.3
realty_transfer_tax,3,20.8
sales_tax,3,12.0
business_income_and_receipts_tax,3,16.4
beverage_tax,3,6.7
other_taxes,3,12.2
locally_generated_nontax,3,21.4
total_other_governments,3,77.9
total_pica_other_governments,3,29.7
interfund_transfers,3,0.0
total_current_revenue,3,318.8
collection_of_prior_year_revenue,3,12.5
other_fund_balance_adjustments,3,0.0
total_cash_receipts,3,331.4
real_estate_tax,4,6.0
total_wage_earnings_net_profits,4,134.3
realty_transfer_tax,4,27.5
sales_tax,4,11.9
business_income_and_receipts_tax,4,14.9
beverage_tax,4,7.6
other_taxes,4,10.3
locally_generated_nontax,4,30.7
total_other_governments,4,59.9
total_pica_other_governments,4,17.2
interfund_transfers,4,0.0
total_current_revenue,4,320.3
collection_of_prior_year_revenue,4,-2.8
other_fund_balance_adjustments,4,0.0
total_cash_receipts,4,317.6
real_estate_tax,5,5.8
total_wage_earnings_net_profits,5,119.4
realty_transfer_tax,5,28.7
sales_tax,5,14.6
business_income_and_receipts_tax,5,0.9
beverage_tax,5,6.1
other_taxes,5,9.7
locally_generated_nontax,5,24.1
total_other_governments,5,16.8
total_pica_other_governments,5,41.8
interfund_transfers,5,0.0
total_current_revenue,5,267.9
collection_of_prior_year_revenue,5,0.0
other_fund_balance_adjustments,5,0.0
total_cash_receipts,5,267.9
real_estate_tax,6,34.3
total_wage_earnings_net_profits,6,112.0
realty_transfer_tax,6,21.8
sales_tax,6,12.7
business_income_and_receipts_tax,6,6.1
beverage_tax,6,6.0
other_taxes,6,10.2
locally_generated_nontax,6,27.8
total_other_governments,6,7.0
total_pica_other_governments,6,13.1
interfund_transfers,6,0.0
total_current_revenue,6,250.9
collection_of_prior_year_revenue,6,0.0
other_fund_balance_adjustments,6,0.0
total_cash_receipts,6,250.9
real_estate_tax,7,64.1
total_wage_earnings_net_profits,7,170.0
realty_transfer_tax,7,36.9
sales_tax,7,11.9
business_income_and_receipts_tax,7,29.4
beverage_tax,7,6.5
other_taxes,7,9.8
locally_generated_nontax,7,26.5
total_other_governments,7,15.2
total_pica_other_governments,7,62.7
interfund_transfers,7,0.0
total_current_revenue,7,432.8
collection_of_prior_year_revenue,7,0.0
other_fund_balance_adjustments,7,0.0
total_cash_receipts,7,432.8
real_estate_tax,8,317.6
total_wage_earnings_net_profits,8,122.4
realty_transfer_tax,8,13.7
sales_tax,8,16.2
business_income_and_receipts_tax,8,5.7
beverage_tax,8,7.8
other_taxes,8,9.2
locally_generated_nontax,8,24.1
total_other_governments,8,10.1
total_pica_other_governments,8,29.5
interfund_transfers,8,0.0
total_current_revenue,8,556.4
collection_of_prior_year_revenue,8,0.0
other_fund_balance_adjustments,8,0.0
total_cash_receipts,8,556.4
real_estate_tax,9,138.5
total_wage_earnings_net_profits,9,136.1
realty_transfer_tax,9,17.5
sales_tax,9,12.2
business_income_and_receipts_tax,9,48.6
beverage_tax,9,8.8
other_taxes,9,8.9
locally_generated_nontax,9,27.8
total_other_governments,9,14.1
total_pica_other_governments,9,54.3
interfund_transfers,9,0.0
total_current_revenue,9,466.9
collection_of_prior_year_revenue,9,0.0
other_fund_balance_adjustments,9,0.0
total_cash_receipts,9,466.9
real_estate_tax,10,29.0
total_wage_earnings_net_profits,10,157.8
realty_transfer_tax,10,17.1
sales_tax,10,11.9
business_income_and_receipts_tax,10,240.2
beverage_tax,10,9.3
other_taxes,10,13.9
locally_generated_nontax,10,21.7
total_other_governments,10,10.7
total_pica_other_governments,10,44.7
interfund_transfers,10,0.0
total_current_revenue,10,556.2
collection_of_prior_year_revenue,10,0.0
other_fund_balance_adjustments,10,0.0
total_cash_receipts,10,556.2
real_estate_tax,11,14.0
total_wage_earnings_net_profits,11,129.5
realty_transfer_tax,11,17.7
sales_tax,11,14.4
business_income_and_receipts_tax,11,49.3
beverage_tax,11,8.8
other_taxes,11,9.8
locally_generated_nontax,11,26.8
total_other_governments,11,11.6
total_pica_other_governments,11,44.4
interfund_transfers,11,0.0
total_current_revenue,11,326.4
collection_of_prior_year_revenue,11,0.0
other_fund_balance_adjustments,11,0.0
total_cash_receipts,11,326.4
real_estate_tax,12,12.9
total_wage_earnings_net_profits,12,117.3
realty_transfer_tax,12,18.1
sales_tax,12,26.3
business_income_and_receipts_tax,12,8.3
beverage_tax,12,9.2
other_taxes,12,9.4
locally_generated_nontax,12,25.8
total_other_governments,12,14.5
total_pica_other_governments,12,41.0
interfund_transfers,12,30.5
total_current_revenue,12,313.2
collection_of_prior_year_revenue,12,0.0
other_fund_balance_adjustments,12,0.0
total_cash_receipts,12,313.2
real_estate_tax,13,646.3
total_wage_earnings_net_profits,13,1565.8
realty_transfer_tax,13,287.1
sales_tax,13,201.6
business_income_and_receipts_tax,13,433.8
beverage_tax,13,90.1
other_taxes,13,123.1
locally_generated_nontax,13,310.4
total_other_governments,13,313.0
total_pica_other_governments,13,441.3
interfund_transfers,13,30.5
total_current_revenue,13,4443.0
collection_of_prior_year_revenue,13,50.8
other_fund_balance_adjustments,13,0.0
total_cash_receipts,13,4493.8
