category,fiscal_month,amount
real_estate_tax,1,7.8
total_wage_earnings_net_profits,1,109.9
realty_transfer_tax,1,25.6
sales_tax,1,25.1
business_income_and_receipts_tax,1,1.9
beverage_tax,1,0.0
other_taxes,1,9.9
locally_generated_nontax,1,25.0
total_other_governments,1,11.9
total_pica_other_governments,1,29.7
interfund_transfers,1,0.0
total_current_revenue,1,246.7
collection_of_prior_year_revenue,1,24.7
other_fund_balance_adjustments,1,0.0
total_cash_receipts,1,271.4
real_estate_tax,2,9.5
total_wage_earnings_net_profits,2,131.7
realty_transfer_tax,2,19.0
sales_tax,2,27.3
business_income_and_receipts_tax,2,5.9
beverage_tax,2,0.0
other_taxes,2,12.7
locally_generated_nontax,2,28.0
total_other_governments,2,57.3
total_pica_other_governments,2,33.8
interfund_transfers,2,0.0
total_current_revenue,2,325.1
collection_of_prior_year_revenue,2,0.0
other_fund_balance_adjustments,2,0.0
total_cash_receipts,2,325.1
real_estate_tax,3,6.1
total_wage_earnings_net_profits,3,110.1
realty_transfer_tax,3,17.8
sales_tax,3,11.7
business_income_and_receipts_tax,3,11.6
beverage_tax,3,0.0
other_taxes,3,9.2
locally_generated_nontax,3,23.5
total_other_governments,3,78.7
total_pica_other_governments,3,31.8
interfund_transfers,3,0.0
total_current_revenue,3,300.5
collection_of_prior_year_revenue,3,0.0
other_fund_balance_adjustments,3,0.0
total_cash_receipts,3,300.5
real_estate_tax,4,7.0
total_wage_earnings_net_profits,4,126.2
realty_transfer_tax,4,22.8
sales_tax,4,11.8
business_income_and_receipts_tax,4,16.2
beverage_tax,4,0.0
other_taxes,4,10.2
locally_generated_nontax,4,21.7
total_other_governments,4,56.1
total_pica_other_governments,4,17.8
interfund_transfers,4,0.0
total_current_revenue,4,289.8
collection_of_prior_year_revenue,4,5.3
other_fund_balance_adjustments,4,0.0
total_cash_receipts,4,295.1
real_estate_tax,5,7.0
total_wage_earnings_net_profits,5,116.5
realty_transfer_tax,5,18.1
sales_tax,5,14.0
business_income_and_receipts_tax,5,1.5
beverage_tax,5,0.0
other_taxes,5,9.3
locally_generated_nontax,5,22.4
total_other_governments,5,14.4
total_pica_other_governments,5,32.8
interfund_transfers,5,0.0
total_current_revenue,5,236.1
collection_of_prior_year_revenue,5,0.0
other_fund_balance_adjustments,5,0.0
total_cash_receipts,5,236.1
real_estate_tax,6,14.0
total_wage_earnings_net_profits,6,109.9
realty_transfer_tax,6,20.7
sales_tax,6,10.9
business_income_and_receipts_tax,6,5.0
beverage_tax,6,0.0
other_taxes,6,8.8
locally_generated_nontax,6,19.9
total_other_governments,6,6.6
total_pica_other_governments,6,27.6
interfund_transfers,6,0.0
total_current_revenue,6,223.3
collection_of_prior_year_revenue,6,0.0
other_fund_balance_adjustments,6,0.0
total_cash_receipts,6,223.3
real_estate_tax,7,48.5
total_wage_earnings_net_profits,7,135.2
realty_transfer_tax,7,19.7
sales_tax,7,13.7
business_income_and_receipts_tax,7,12.9
beverage_tax,7,0.0
other_taxes,7,8.7
locally_generated_nontax,7,24.4
total_other_governments,7,14.3
total_pica_other_governments,7,18.5
interfund_transfers,7,0.0
