category,fiscal_month,amount
general,1,494.3
grants_revenue,1,-58.0
community_development,1,-16.9
vehicle_rental_tax,1,6.0
hospital_assessment_fund,1,13.8
housing_trust_fund,1,32.0
other_funds,1,8.7
total_operating_funds,1,480.0
capital_improvement,1,28.4
industrial_and_commercial_dev,1,9.8
total_capital_funds,1,38.1
total_fund_equity,1,518.1
general,2,553.9
grants_revenue,2,83.0
community_development,2,-15.1
vehicle_rental_tax,2,6.6
hospital_assessment_fund,2,13.6
housing_trust_fund,2,33.3
other_funds,2,9.0
total_operating_funds,2,684.3
capital_improvement,2,297.8
industrial_and_commercial_dev,2,9.8
total_capital_funds,2,307.6
total_fund_equity,2,992.0
general,3,576.5
grants_revenue,3,20.0
community_development,3,-11.7
vehicle_rental_tax,3,1.2
hospital_assessment_fund,3,23.1
housing_trust_fund,3,33.8
other_funds,3,7.8
total_operating_funds,3,650.7
capital_improvement,3,287.3
industrial_and_commercial_dev,3,9.8
total_capital_funds,3,297.1
total_fund_equity,3,947.8
general,4,464.8
grants_revenue,4,16.1
community_development,4,-11.8
vehicle_rental_tax,4,1.6
hospital_assessment_fund,4,14.7
housing_trust_fund,4,33.9
other_funds,4,7.9
total_operating_funds,4,527.4
capital_improvement,4,267.5
industrial_and_commercial_dev,4,9.8
total_capital_funds,4,277.3
total_fund_equity,4,804.7
general,5,435.9
grants_revenue,5,-56.3
community_development,5,-4.4
vehicle_rental_tax,5,2.1
hospital_assessment_fund,5,14.8
housing_trust_fund,5,33.4
other_funds,5,8.9
total_operating_funds,5,434.4
capital_improvement,5,252.6
industrial_and_commercial_dev,5,9.8
total_capital_funds,5,262.4
total_fund_equity,5,696.8
general,6,570.6
grants_revenue,6,-109.5
community_development,6,-8.1
vehicle_rental_tax,6,2.6
hospital_assessment_fund,6,50.8
housing_trust_fund,6,34.3
other_funds,6,8.7
total_operating_funds,6,549.3
capital_improvement,6,239.0
industrial_and_commercial_dev,6,9.8
total_capital_funds,6,248.8
total_fund_equity,6,798.1
general,7,699.5
grants_revenue,7,37.6
community_development,7,-6.7
vehicle_rental_tax,7,3.0
hospital_assessment_fund,7,15.8
housing_trust_fund,7,35.2
other_funds,7,8.9
total_operating_funds,7,793.3
capital_improvement,7,217.6
industrial_and_commercial_dev,7,9.8
total_capital_funds,7,227.5
total_fund_equity,7,1020.7
general,8,953.9
grants_revenue,8,-199.8
community_development,8,-4.6
vehicle_rental_tax,8,5.4
hospital_assessment_fund,8,8.8
housing_trust_fund,8,35.2
other_funds,8,7.4
total_operating_funds,8,806.5
capital_improvement,8,202.1
industrial_and_commercial_dev,8,9.8
total_capital_funds,8,212.0
total_fund_equity,8,1018.5
general,9,597.8
grants_revenue,9,-227.4
community_development,9,-6.8
vehicle_rental_tax,9,4.8
hospital_assessment_fund,9,23.2
housing_trust_fund,9,35.2
other_funds,9,7.6
total_operating_funds,9,434.5
capital_improvement,9,190.6
industrial_and_commercial_dev,9,9.8
total_capital_funds,9,200.5
total_fund_equity,9,634.9
general,10,772.6
grants_revenue,10,-236.8
community_development,10,-3.4
vehicle_rental_tax,10,5.3
hospital_assessment_fund,10,9.4
housing_trust_fund,10,36.2
other_funds,10,7.4
total_operating_funds,10,590.8
capital_improvement,10,179.1
industrial_and_commercial_dev,10,9.8
total_capital_funds,10,189.0
total_fund_equity,10,779.8
general,11,593.5
grants_revenue,11,-212.1
community_development,11,-3.0
vehicle_rental_tax,11,5.7
hospital_assessment_fund,11,27.1
housing_trust_fund,11,36.2
other_funds,11,7.2
total_operating_funds,11,454.7
capital_improvement,11,163.6
industrial_and_commercial_dev,11,9.8
total_capital_funds,11,173.5
total_fund_equity,11,628.1
general,12,605.0
grants_revenue,12,-119.4
community_development,12,-6.1
vehicle_rental_tax,12,6.2
hospital_assessment_fund,12,15.4
housing_trust_fund,12,36.2
other_funds,12,7.2
total_operating_funds,12,544.6
capital_improvement,12,152.1
industrial_and_commercial_dev,12,9.8
total_capital_funds,12,162.0
total_fund_equity,12,706.5
