category,fiscal_month,amount
general,1,677.1
grants_revenue,1,24.4
community_development,1,-4.5
vehicle_rental_tax,1,5.8
hospital_assessment_fund,1,17.4
housing_trust_fund,1,35.5
budget_stabilization_fund,1,0.0
other_funds,1,8.5
total_operating_funds,1,764.2
capital_improvement,1,174.4
industrial_and_commercial_dev,1,9.9
total_capital_funds,1,184.3
total_fund_equity,1,948.4
general,2,696.4
grants_revenue,2,84.5
community_development,2,-9.8
vehicle_rental_tax,2,6.4
hospital_assessment_fund,2,17.5
housing_trust_fund,2,35.6
budget_stabilization_fund,2,0.0
other_funds,2,9.4
total_operating_funds,2,840.0
capital_improvement,2,158.1
industrial_and_commercial_dev,2,9.9
total_capital_funds,2,168.0
total_fund_equity,2,1008.0
general,3,747.4
grants_revenue,3,35.8
community_development,3,-7.6
vehicle_rental_tax,3,0.1
hospital_assessment_fund,3,25.9
housing_trust_fund,3,36.7
budget_stabilization_fund,3,0.0
other_funds,3,8.8
total_operating_funds,3,847.1
capital_improvement,3,152.1
industrial_and_commercial_dev,3,9.9
total_capital_funds,3,162.0
total_fund_equity,3,1009.1
general,4,602.0
grants_revenue,4,77.9
community_development,4,-7.9
vehicle_rental_tax,4,0.6
hospital_assessment_fund,4,18.1
housing_trust_fund,4,36.1
budget_stabilization_fund,4,0.0
other_funds,4,8.7
total_operating_funds,4,735.5
capital_improvement,4,136.7
industrial_and_commercial_dev,4,9.9
total_capital_funds,4,146.6
total_fund_equity,4,882.1
general,5,564.8
grants_revenue,5,-14.3
community_development,5,-4.1
vehicle_rental_tax,5,1.2
hospital_assessment_fund,5,17.8
housing_trust_fund,5,36.5
budget_stabilization_fund,5,0.0
other_funds,5,8.8
total_operating_funds,5,610.6
capital_improvement,5,132.2
industrial_and_commercial_dev,5,9.9
total_capital_funds,5,142.2
total_fund_equity,5,752.7
general,6,515.8
grants_revenue,6,-83.6
community_development,6,-7.8
vehicle_rental_tax,6,1.7
hospital_assessment_fund,6,45.8
housing_trust_fund,6,36.6
budget_stabilization_fund,6,0.0
other_funds,6,8.7
total_operating_funds,6,517.2
capital_improvement,6,116.3
industrial_and_commercial_dev,6,9.9
total_capital_funds,6,126.2
total_fund_equity,6,643.4
general,7,543.5
grants_revenue,7,-41.2
community_development,7,-9.6
vehicle_rental_tax,7,2.1
hospital_assessment_fund,7,19.1
housing_trust_fund,7,56.5
budget_stabilization_fund,7,0.0
other_funds,7,8.7
total_operating_funds,7,579.1
capital_improvement,7,102.0
industrial_and_commercial_dev,7,10.0
total_capital_funds,7,111.9
total_fund_equity,7,691.0
general,8,922.2
grants_revenue,8,98.4
community_development,8,-5.6
vehicle_rental_tax,8,2.5
hospital_assessment_fund,8,18.6
housing_trust_fund,8,57.1
budget_stabilization_fund,8,0.0
other_funds,8,8.4
total_operating_funds,8,1101.7
capital_improvement,8,94.2
industrial_and_commercial_dev,8,10.0
total_capital_funds,8,104.2
total_fund_equity,8,1205.9
general,9,548.4
grants_revenue,9,38.8
community_development,9,-0.7
vehicle_rental_tax,9,2.9
hospital_assessment_fund,9,28.1
housing_trust_fund,9,57.1
budget_stabilization_fund,9,0.0
other_funds,9,8.8
total_operating_funds,9,683.3
capital_improvement,9,77.3
industrial_and_commercial_dev,9,10.0
total_capital_funds,9,87.3
total_fund_equity,9,770.6
general,10,902.7
grants_revenue,10,52.4
community_development,10,0.1
vehicle_rental_tax,10,3.3
hospital_assessment_fund,10,20.0
housing_trust_fund,10,58.0
budget_stabilization_fund,10,0.0
other_funds,10,8.6
total_operating_funds,10,1045.0
capital_improvement,10,51.1
industrial_and_commercial_dev,10,10.0
total_capital_funds,10,61.1
total_fund_equity,10,1106.0
general,11,973.3
grants_revenue,11,-15.7
community_development,11,1.5
vehicle_rental_tax,11,3.8
hospital_assessment_fund,11,37.7
housing_trust_fund,11,57.3
budget_stabilization_fund,11,0.0
other_funds,11,7.8
total_operating_funds,11,1065.6
capital_improvement,11,36.5
industrial_and_commercial_dev,11,10.0
total_capital_funds,11,46.5
total_fund_equity,11,1112.2
general,12,966.4
grants_revenue,12,-21.9
community_development,12,-6.3
vehicle_rental_tax,12,4.4
hospital_assessment_fund,12,23.0
housing_trust_fund,12,58.0
budget_stabilization_fund,12,0.0
other_funds,12,8.3
total_operating_funds,12,1031.8
capital_improvement,12,44.0
industrial_and_commercial_dev,12,10.0
total_capital_funds,12,54.1
total_fund_equity,12,1085.9
