category,fiscal_month,amount
general,1,889.8
grants_revenue,1,-17.2
community_development,1,-2.5
vehicle_rental_tax,1,5.0
hospital_assessment_fund,1,20.5
housing_trust_fund,1,58.5
budget_stabilization_fund,1,34.3
other_funds,1,10.9
total_operating_funds,1,999.2
capital_improvement,1,102.6
industrial_and_commercial_dev,1,10.1
total_capital_funds,1,112.7
total_fund_equity,1,1111.9
general,2,870.8
grants_revenue,2,-0.6
community_development,2,-1.4
vehicle_rental_tax,2,5.7
hospital_assessment_fund,2,20.0
housing_trust_fund,2,56.4
budget_stabilization_fund,2,34.3
other_funds,2,10.1
total_operating_funds,2,995.4
capital_improvement,2,451.0
industrial_and_commercial_dev,2,10.1
total_capital_funds,2,461.0
total_fund_equity,2,1456.5
general,3,895.8
grants_revenue,3,24.6
community_development,3,-1.6
vehicle_rental_tax,3,6.4
hospital_assessment_fund,3,45.8
housing_trust_fund,3,55.4
budget_stabilization_fund,3,34.3
other_funds,3,9.8
total_operating_funds,3,1070.4
capital_improvement,3,425.5
industrial_and_commercial_dev,3,10.1
total_capital_funds,3,435.6
total_fund_equity,3,1506.0
general,4,799.9
grants_revenue,4,14.3
community_development,4,0.7
vehicle_rental_tax,4,7.0
hospital_assessment_fund,4,22.1
housing_trust_fund,4,62.2
budget_stabilization_fund,4,34.3
other_funds,4,9.6
total_operating_funds,4,950.1
capital_improvement,4,409.6
industrial_and_commercial_dev,4,10.1
total_capital_funds,4,419.6
total_fund_equity,4,1369.8
general,5,707.9
grants_revenue,5,-74.0
community_development,5,-4.3
vehicle_rental_tax,5,2.9
hospital_assessment_fund,5,11.4
housing_trust_fund,5,60.1
budget_stabilization_fund,5,34.3
other_funds,5,8.9
total_operating_funds,5,747.3
capital_improvement,5,394.6
industrial_and_commercial_dev,5,10.0
total_capital_funds,5,404.6
total_fund_equity,5,1151.9
general,6,653.9
grants_revenue,6,-112.2
community_development,6,-4.8
vehicle_rental_tax,6,3.3
hospital_assessment_fund,6,20.1
housing_trust_fund,6,58.0
budget_stabilization_fund,6,54.3
other_funds,6,8.7
total_operating_funds,6,681.5
capital_improvement,6,379.6
industrial_and_commercial_dev,6,10.0
total_capital_funds,6,389.6
total_fund_equity,6,1071.1
general,7,674.4
grants_revenue,7,-138.9
community_development,7,-6.5
vehicle_rental_tax,7,3.7
hospital_assessment_fund,7,12.2
housing_trust_fund,7,55.9
budget_stabilization_fund,7,54.3
other_funds,7,8.9
total_operating_funds,7,664.1
capital_improvement,7,364.6
industrial_and_commercial_dev,7,10.0
total_capital_funds,7,374.6
total_fund_equity,7,1038.7
general,8,931.7
grants_revenue,8,-184.1
community_development,8,-5.2
vehicle_rental_tax,8,4.1
hospital_assessment_fund,8,11.2
housing_trust_fund,8,53.8
budget_stabilization_fund,8,54.3
other_funds,8,8.2
total_operating_funds,8,874.0
capital_improvement,8,349.6
industrial_and_commercial_dev,8,10.0
total_capital_funds,8,359.6
total_fund_equity,8,1233.6
general,9,509.4
grants_revenue,9,-210.1
community_development,9,-4.7
vehicle_rental_tax,9,4.4
hospital_assessment_fund,9,20.1
housing_trust_fund,9,51.7
budget_stabilization_fund,9,54.3
other_funds,9,7.7
total_operating_funds,9,432.8
capital_improvement,9,334.6
industrial_and_commercial_dev,9,10.0
total_capital_funds,9,344.6
total_fund_equity,9,777.4
general,10,890.6
grants_revenue,10,-202.6
community_development,10,-1.0
vehicle_rental_tax,10,4.9
hospital_assessment_fund,10,11.6
housing_trust_fund,10,49.6
budget_stabilization_fund,10,54.3
other_funds,10,7.8
total_operating_funds,10,815.2
capital_improvement,10,319.6
industrial_and_commercial_dev,10,10.0
total_capital_funds,10,329.6
total_fund_equity,10,1144.7
general,11,873.2
grants_revenue,11,-184.7
community_development,11,-0.4
vehicle_rental_tax,11,5.3
hospital_assessment_fund,11,31.4
housing_trust_fund,11,47.5
budget_stabilization_fund,11,54.3
other_funds,11,7.8
total_operating_funds,11,834.4
capital_improvement,11,304.6
industrial_and_commercial_dev,11,10.0
total_capital_funds,11,314.6
total_fund_equity,11,1149.0
general,12,851.4
grants_revenue,12,-125.7
community_development,12,-6.5
vehicle_rental_tax,12,5.8
hospital_assessment_fund,12,13.8
housing_trust_fund,12,58.7
budget_stabilization_fund,12,54.3
other_funds,12,7.5
total_operating_funds,12,859.3
capital_improvement,12,289.6
industrial_and_commercial_dev,12,10.0
total_capital_funds,12,299.6
total_fund_equity,12,1158.9
