category,fiscal_month,amount
real_estate_tax,1,8.2
total_wage_earnings_net_profits,1,111.4
realty_transfer_tax,1,15.2
sales_tax,1,21.6
business_income_and_receipts_tax,1,5.3
other_taxes,1,7.8
locally_generated_nontax,1,27.4
total_other_governments,1,2.9
total_pica_other_governments,1,20.2
interfund_transfers,1,0.0
total_current_revenue,1,220.0
collection_of_prior_year_revenue,1,5.0
other_fund_balance_adjustments,1,0.0
total_cash_receipts,1,224.9
real_estate_tax,2,7.4
total_wage_earnings_net_profits,2,90.4
realty_transfer_tax,2,13.0
sales_tax,2,23.6
business_income_and_receipts_tax,2,5.4
other_taxes,2,10.7
locally_generated_nontax,2,23.3
total_other_governments,2,54.0
total_pica_other_governments,2,28.0
interfund_transfers,2,8.4
total_current_revenue,2,264.3
collection_of_prior_year_revenue,2,15.1
other_fund_balance_adjustments,2,0.0
total_cash_receipts,2,279.4
real_estate_tax,3,7.1
total_wage_earnings_net_profits,3,94.8
realty_transfer_tax,3,12.7
sales_tax,3,21.4
business_income_and_receipts_tax,3,18.8
other_taxes,3,7.3
locally_generated_nontax,3,19.9
total_other_governments,3,70.2
total_pica_other_governments,3,24.4
interfund_transfers,3,0.0
total_current_revenue,3,276.5
collection_of_prior_year_revenue,3,0.0
other_fund_balance_adjustments,3,0.0
total_cash_receipts,3,276.5
real_estate_tax,4,6.9
total_wage_earnings_net_profits,4,115.9
realty_transfer_tax,4,12.2
sales_tax,4,21.2
business_income_and_receipts_tax,4,17.1
other_taxes,4,7.6
locally_generated_nontax,4,19.9
total_other_governments,4,61.8
total_pica_other_governments,4,18.7
interfund_transfers,4,0.0
total_current_revenue,4,281.3
collection_of_prior_year_revenue,4,16.0
other_fund_balance_adjustments,4,0.0
total_cash_receipts,4,297.4
real_estate_tax,5,6.1
total_wage_earnings_net_profits,5,96.7
realty_transfer_tax,5,11.7
sales_tax,5,22.7
business_income_and_receipts_tax,5,-3.3
other_taxes,5,8.2
locally_generated_nontax,5,23.0
total_other_governments,5,56.9
total_pica_other_governments,5,34.9
interfund_transfers,5,0.0
total_current_revenue,5,256.9
collection_of_prior_year_revenue,5,0.0
other_fund_balance_adjustments,5,0.0
total_cash_receipts,5,256.9
real_estate_tax,6,13.0
total_wage_earnings_net_profits,6,97.6
realty_transfer_tax,6,12.1
sales_tax,6,21.0
business_income_and_receipts_tax,6,7.1
other_taxes,6,7.4
locally_generated_nontax,6,17.1
