category,fiscal_month,amount
real_estate_tax,1,7.2
total_wage_earnings_net_profits,1,93.6
realty_transfer_tax,1,14.2
sales_tax,1,31.5
business_income_and_receipts_tax,1,9.7
beverage_tax,1,7.1
other_taxes,1,8.0
locally_generated_nontax,1,34.1
total_other_governments,1,10.4
total_pica_other_governments,1,19.5
interfund_transfers,1,0.0
total_current_revenue,1,235.1
collection_of_prior_year_revenue,1,3.3
other_fund_balance_adjustments,1,0.0
total_cash_receipts,1,238.4
real_estate_tax,2,7.5
total_wage_earnings_net_profits,2,132.0
realty_transfer_tax,2,25.2
sales_tax,2,34.5
business_income_and_receipts_tax,2,7.9
beverage_tax,2,6.8
other_taxes,2,12.3
locally_generated_nontax,2,33.2
total_other_governments,2,52.9
total_pica_other_governments,2,43.7
interfund_transfers,2,0.0
total_current_revenue,2,356.0
collection_of_prior_year_revenue,2,35.6
other_fund_balance_adjustments,2,0.0
total_cash_receipts,2,391.6
real_estate_tax,3,5.3
total_wage_earnings_net_profits,3,120.6
realty_transfer_tax,3,23.2
sales_tax,3,16.3
business_income_and_receipts_tax,3,32.0
beverage_tax,3,6.6
other_taxes,3,9.6
locally_generated_nontax,3,25.7
total_other_governments,3,85.3
total_pica_other_governments,3,54.7
interfund_transfers,3,0.0
total_current_revenue,3,379.3
collection_of_prior_year_revenue,3,2.0
other_fund_balance_adjustments,3,0.0
total_cash_receipts,3,381.3
real_estate_tax,4,7.6
total_wage_earnings_net_profits,4,132.0
realty_transfer_tax,4,28.0
sales_tax,4,13.8
business_income_and_receipts_tax,4,21.8
beverage_tax,4,7.0
other_taxes,4,6.0
locally_generated_nontax,4,28.5
total_other_governments,4,16.3
total_pica_other_governments,4,23.2
interfund_transfers,4,0.0
total_current_revenue,4,284.2
collection_of_prior_year_revenue,4,11.3
other_fund_balance_adjustments,4,0.0
total_cash_receipts,4,295.5
real_estate_tax,5,6.7
total_wage_earnings_net_profits,5,117.1
realty_transfer_tax,5,23.5
sales_tax,5,15.6
business_income_and_receipts_tax,5,4.7
beverage_tax,5,5.8
other_taxes,5,6.3
locally_generated_nontax,5,32.7
total_other_governments,5,18.5
total_pica_other_governments,5,62.1
interfund_transfers,5,0.0
total_current_revenue,5,292.9
collection_of_prior_year_revenue,5,0.0
other_fund_balance_adjustments,5,0.0
total_cash_receipts,5,292.9
real_estate_tax,6,24.0
total_wage_earnings_net_profits,6,108.4
realty_transfer_tax,6,22.7
sales_tax,6,13.0
business_income_and_receipts_tax,6,19.9
beverage_tax,6,5.9
other_taxes,6,6.0
locally_generated_nontax,6,28.7
total_other_governments,6,16.0
total_pica_other_governments,6,30.5
interfund_transfers,6,0.0
total_current_revenue,6,275.1
collection_of_prior_year_revenue,6,0.0
other_fund_balance_adjustments,6,0.0
total_cash_receipts,6,275.1
real_estate_tax,7,34.6
total_wage_earnings_net_profits,7,160.8
realty_transfer_tax,7,24.7
sales_tax,7,14.7
business_income_and_receipts_tax,7,22.2
beverage_tax,7,6.1
other_taxes,7,6.3
locally_generated_nontax,7,32.6
total_other_governments,7,51.6
total_pica_other_governments,7,28.3
interfund_transfers,7,0.0
total_current_revenue,7,382.1
collection_of_prior_year_revenue,7,0.0
other_fund_balance_adjustments,7,0.0
total_cash_receipts,7,382.1
real_estate_tax,8,62.3
total_wage_earnings_net_profits,8,116.8
realty_transfer_tax,8,18.8
sales_tax,8,15.7
business_income_and_receipts_tax,8,6.3
beverage_tax,8,5.4
other_taxes,8,6.0
locally_generated_nontax,8,27.3
total_other_governments,8,14.9
total_pica_other_governments,8,33.6
interfund_transfers,8,250.0
total_current_revenue,8,557.2
