category,fiscal_month,amount
real_estate_tax,1,10.2
total_wage_earnings_net_profits,1,125.5
realty_transfer_tax,1,25.0
sales_tax,1,15.1
business_income_and_receipts_tax,1,5.3
other_taxes,1,9.8
locally_generated_nontax,1,22.9
total_other_governments,1,11.8
total_pica_other_governments,1,25.7
interfund_transfers,1,0.0
total_current_revenue,1,251.3
collection_of_prior_year_revenue,1,0.0
other_fund_balance_adjustments,1,0.0
total_cash_receipts,1,251.3
real_estate_tax,2,7.1
total_wage_earnings_net_profits,2,102.5
realty_transfer_tax,2,23.2
sales_tax,2,27.0
business_income_and_receipts_tax,2,3.8
other_taxes,2,12.1
locally_generated_nontax,2,29.2
total_other_governments,2,59.8
total_pica_other_governments,2,28.8
interfund_transfers,2,0.0
total_current_revenue,2,293.4
collection_of_prior_year_revenue,2,0.0
other_fund_balance_adjustments,2,0.0
total_cash_receipts,2,293.4
real_estate_tax,3,8.6
total_wage_earnings_net_profits,3,102.0
realty_transfer_tax,3,18.6
sales_tax,3,11.7
business_income_and_receipts_tax,3,18.2
other_taxes,3,8.8
locally_generated_nontax,3,25.2
total_other_governments,3,69.6
total_pica_other_governments,3,27.4
interfund_transfers,3,0.0
total_current_revenue,3,290.2
collection_of_prior_year_revenue,3,0.0
other_fund_balance_adjustments,3,0.0
total_cash_receipts,3,290.2
real_estate_tax,4,8.3
total_wage_earnings_net_profits,4,110.0
realty_transfer_tax,4,20.1
sales_tax,4,11.0
business_income_and_receipts_tax,4,22.2
other_taxes,4,8.2
locally_generated_nontax,4,21.2
total_other_governments,4,13.7
total_pica_other_governments,4,30.8
interfund_transfers,4,0.0
total_current_revenue,4,245.5
collection_of_prior_year_revenue,4,0.0
other_fund_balance_adjustments,4,0.0
total_cash_receipts,4,245.5
real_estate_tax,5,6.9
total_wage_earnings_net_profits,5,122.4
realty_transfer_tax,5,20.0
sales_tax,5,13.1
business_income_and_receipts_tax,5,5.8
other_taxes,5,9.4
locally_generated_nontax,5,22.6
total_other_governments,5,56.3
total_pica_other_governments,5,30.8
interfund_transfers,5,0.0
total_current_revenue,5,287.4
collection_of_prior_year_revenue,5,0.0
other_fund_balance_adjustments,5,0.0
total_cash_receipts,5,287.4
real_estate_tax,6,11.2
total_wage_earnings_net_profits,6,98.0
realty_transfer_tax,6,14.4
sales_tax,6,10.0
business_income_and_receipts_tax,6,8.9
other_taxes,6,8.7
locally_generated_nontax,6,24.4
total_other_governments,6,6.3
total_pica_other_governments,6,25.6
interfund_transfers,6,0.0
total_current_revenue,6,207.5
collection_of_prior_year_revenue,6,0.0
other_fund_balance_adjustments,6,0.0
total_cash_receipts,6,207.5
real_estate_tax,7,48.5
total_wage_earnings_net_profits,7,132.0
realty_transfer_tax,7,18.9
sales_tax,7,12.4
business_income_and_receipts_tax,7,5.6
other_taxes,7,8.9
locally_generated_nontax,7,29.1
total_other_governments,7,7.8
total_pica_other_governments,7,15.9
interfund_transfers,7,0.0
total_current_revenue,7,279.0
collection_of_prior_year_revenue,7,0.0
other_fund_balance_adjustments,7,0.0
total_cash_receipts,7,279.0
real_estate_tax,8,321.5
total_wage_earnings_net_profits,8,111.2
realty_transfer_tax,8,13.5
sales_tax,8,13.7
business_income_and_receipts_tax,8,3.0
other_taxes,8,9.6
locally_generated_nontax,8,21.2
total_other_governments,8,24.3
total_pica_other_governments,8,46.1
interfund_transfers,8,0.0
total_current_revenue,8,564.1
collection_of_prior_year_revenue,8,0.0
other_fund_balance_adjustments,8,0.0
total_cash_receipts,8,564.1
real_estate_tax,9,116.8
total_wage_earnings_net_profits,9,120.2
realty_transfer_tax,9,19.2
sales_tax,9,11.2
business_income_and_receipts_tax,9,46.0
other_taxes,9,7.6
locally_generated_nontax,9,23.9
total_other_governments,9,9.4
total_pica_other_governments,9,34.0
interfund_transfers,9,0.0
total_current_revenue,9,388.2
collection_of_prior_year_revenue,9,0.0
other_fund_balance_adjustments,9,0.0
total_cash_receipts,9,388.2
real_estate_tax,10,24.5
total_wage_earnings_net_profits,10,143.4
realty_transfer_tax,10,20.6
sales_tax,10,9.3
business_income_and_receipts_tax,10,225.6
other_taxes,10,14.6
locally_generated_nontax,10,16.0
total_other_governments,10,11.4
total_pica_other_governments,10,30.4
interfund_transfers,10,0.0
total_current_revenue,10,495.7
collection_of_prior_year_revenue,10,0.0
other_fund_balance_adjustments,10,0.0
total_cash_receipts,10,495.7
real_estate_tax,11,10.0
total_wage_earnings_net_profits,11,117.4
realty_transfer_tax,11,20.5
sales_tax,11,14.8
business_income_and_receipts_tax,11,86.4
other_taxes,11,9.0
locally_generated_nontax,11,21.1
total_other_governments,11,13.2
total_pica_other_governments,11,39.6
interfund_transfers,11,14.0
total_current_revenue,11,346.0
collection_of_prior_year_revenue,11,0.0
other_fund_balance_adjustments,11,0.0
total_cash_receipts,11,346.0
real_estate_tax,12,7.5
total_wage_earnings_net_profits,12,107.7
realty_transfer_tax,12,23.4
sales_tax,12,12.4
business_income_and_receipts_tax,12,6.8
other_taxes,12,8.7
locally_generated_nontax,12,27.1
total_other_governments,12,20.4
total_pica_other_governments,12,26.1
interfund_transfers,12,4.5
total_current_revenue,12,244.8
collection_of_prior_year_revenue,12,0.0
